region,예측대상수,평균점수_A,평균점수_B,A상위10퍼센트비율,위험판정0건지역
충청남도 금산군,3,0.15910348295862056,0.04865465349161404,1.0,False
경상남도 산청군,2,0.008571482943778744,0.2230021301257338,0.5,False
전북특별자치도 임실군,2,0.010834117907321708,0.05958592511821485,1.0,False
충청북도 괴산군,2,0.012253506943333468,0.044592003154394155,0.5,False
충청남도 청양군,2,0.07187607722096948,0.07383329853025938,1.0,False
경상남도 함안군,2,0.0032061340290015523,0.019369292921266764,0.5,False
대구광역시 대구광역시,2,0.014322660352422632,0.17705196984834864,1.0,False
경상남도 함양군,2,0.009727177666587343,0.0530168980359265,0.5,False
경상남도 창녕군,2,0.03567890061762309,0.2194602227287529,0.5,False
전남광주통합특별시 신안군,2,0.003834984042385048,0.030668494847048026,1.0,False
전북특별자치도 장수군,2,0.005416704617212418,0.0174315582809548,0.5,False
경기도 만세구,1,0.663256471093144,0.06705455229496486,1.0,False
경기도 연천군,1,0.053001651830629146,0.1794716411922572,1.0,False
경상남도 하동군,1,0.08482195652583091,0.031724805461130455,1.0,False
경기도 구리시,1,0.0018375510535995848,0.009141539582551999,0.0,True
인천광역시 인천광역시,1,0.052756036915453754,0.11537641597716956,1.0,False
울산광역시 울산광역시,1,0.541256354589386,0.38170506492985273,1.0,False
전북특별자치도 무주군,1,0.20169991824656688,0.3252692962635584,1.0,False
전남광주통합특별시 해남군,1,0.003909757797057065,0.08034348648583009,1.0,False
전남광주통합특별시 장흥군,1,0.11191104372345785,0.05355664878836567,1.0,False
전남광주통합특별시 전남광주통합특별시 ,1,0.04821496076473353,0.16321197542991364,1.0,False
전남광주통합특별시 보성군,1,0.008018682145089917,0.010757255838607448,0.0,False
충청남도 서천군,1,0.036955701843568736,0.004291796744175902,0.0,False
충청북도 보은군,1,0.12663507622973544,0.05515187564360039,1.0,False
충청남도 충청남도,1,0.006107608844993615,0.2596510591009586,1.0,False
